NAM 1 Hum BME280,NAM 1 Hum SHT30,NAM 2 Hum BME280,NAM 2 Hum SHT30,NAM 1 Temp BME280,NAM 1 Temp SHT30,NAM 2 Temp BME280,NAM 2 Temp SHT30,Luftdaten 1 PM10,Luftdaten 2 PM10,NAM 1 PM10,NAM 2 PM10,Luftdaten 1 PM2.5,Luftdaten 2 PM2.5,NAM 1 PM2.5,NAM 2 PM2.5,Reference 1 PM10,Reference 2 PM10,Reference 3 PM10,Reference 1 PM2.5,Reference 2 PM2.5,Reference 3 PM2.5
89.51,84.24,92.79,64.25,15.88,16.34,15.51,21.63,13.79,13.7,10.81,10.74,12.01,7.6,8.79,6.19,24.7,17.7,16.2,22,13.6,12.7
89.92,84.8,93.04,64.22,15.82,16.32,15.45,21.75,17.67,16.57,13.69,12.09,15.12,9.43,10.73,7.39,24.3,13.9,15.4,22.3,11.6,13.4
92.68,86.13,94.47,67.01,15.44,15.92,15.09,20.76,22.2,20.36,14.26,13.83,18.74,11.67,12.27,8.91,19.3,9.6,12.9,17.9,8.4,11.4
94.4,87.06,95.76,67.08,15.14,15.63,14.9,20.66,19.14,18.45,13.7,12.52,16.36,10.74,11.88,8.09,17.3,8.3,10,16.1,7.1,8.8
93.68,86.41,95.55,65.55,15.3,15.91,15.11,21.23,14.61,13.52,10.19,9.34,12.31,7.63,8.98,6.14,16.4,10.5,8.4,14.9,8.8,7.6
90.54,84.53,94.92,64.41,16.18,16.86,15.81,21.94,9.72,9.68,7.15,6.64,8.58,5.58,6.2,4.47,18.9,14.8,12,17,11.7,10.1
89.16,83.28,93.77,63.25,16.54,17.24,16.19,22.31,13.98,11.07,11.14,8.44,12.25,6.28,9.46,5.34,28.5,18.6,17.5,22.5,14.5,14.3
88.5,82.99,92.03,63.44,17.15,17.81,16.93,22.82,22.32,22.29,18.38,19.8,17.28,11.92,14.45,11.63,29.5,12.2,15.9,22.2,10.8,12.8
87.39,81.88,91.39,61.76,17.86,18.63,17.74,24.05,18.17,17.95,15.49,14.21,14.24,9.36,12.28,8.69,31.9,16.2,12.7,25.6,14.1,10.2
80.37,76.7,87.91,62.09,19.66,20.52,19.04,23.1,15.73,16.8,13.92,16.35,13.05,9.69,11.66,10.38,32.1,22,16.1,26.6,18.1,13.4
73.39,70.99,81.55,62.45,21.19,22.11,20.52,24.11,22.03,20.77,20.01,23.54,18.03,12.3,16.89,14.78,36.6,25.4,20.3,29.2,20.2,16.1
73.18,70.83,80.43,60.3,21.57,22.45,20.87,24.4,27.06,26.16,24.7,29.89,21.4,15.54,19.93,18.12,35.6,23.3,22,26.8,17.8,15.7
69.02,67.95,75.65,60.7,22.7,23.44,22.13,24.97,25.2,23.82,23.83,27.39,20.27,14.13,19.24,16.54,35,20.2,18.9,23.7,15,12.9
61.99,62.74,69.36,61.53,24.78,25.31,23.77,25.62,19.25,19.79,18.72,20.88,16.74,12.03,16.2,14.1,34.3,19.7,17.7,23.4,14.1,11.6
55.59,59.1,67.45,59.28,27.07,26.94,23.95,25.97,14.28,16.11,14.27,16.76,12.85,9.95,12.57,11.36,33.1,18,16.3,22.3,13,10.5
45.53,50.6,66.25,60.24,30.9,30.27,24.53,26.02,12.85,15.15,12.26,15.82,11.6,9.2,11.01,10.9,31.1,17.7,16.1,20.8,12.9,10.6
52.69,55.83,65.34,60.92,27.35,27.22,24.73,26.19,13.7,14.43,12.68,14.49,12.3,8.88,11.19,10.48,27.5,21.6,18.2,21.7,16.8,13.3
66.53,66.75,73.54,63.98,23.7,23.91,22.76,26.52,16.66,16.4,14.69,16.05,14.92,10.34,13.04,10.99,32.6,22.8,20.3,26.9,19.1,16.3
79.21,77.64,83.86,66.34,21.47,21.8,20.83,26.34,25.22,23.48,21.1,22.27,22.31,15.27,18.52,14.86,33,24.1,21.5,28.2,20.1,18.2
84.72,80.61,87.36,65.41,20.99,21.44,20.56,26.42,35.61,33.09,29.05,29.16,29.95,20.89,24.72,19.68,29.5,26.8,23.1,26.4,21.8,19.7
87.75,82.32,90.03,66.1,20.61,21.07,20.27,25.88,33.73,30.82,27.3,28,29.04,20.08,23.77,19.05,26.4,26.6,16.9,22.9,21.1,13.9
93.88,86.03,93.77,72.2,19.86,20.17,19.65,24.24,25.03,23.12,19.58,20.03,21.15,14.48,16.72,13.17,28,23.6,20.6,24.9,20.2,17.4
99.49,89.41,99.01,80.17,19.6,19.85,19.36,23.84,33.04,27.1,24.22,22.48,29.45,18.33,21.73,16.55,29.8,26.4,23,27.3,20.9,20.3
99.58,89.95,100,82,19.25,19.6,19.07,23.72,34.18,26.83,23.37,22.25,30.58,18.24,21.05,16.8,31.6,26.7,25.4,28.8,21.2,21.7
98.73,90.53,100,82.24,18.81,19.14,18.68,23.53,40.16,28.22,25.29,22.67,34.64,19.12,22.76,17.36,34,26,32.2,31,21.3,26
99.73,90.94,100,81.93,18.68,19.01,18.5,23.5,44.56,30.12,28.4,26.53,37.51,20.43,25.42,19.41,36.1,26.4,32.8,32.9,22.1,26.5
99.88,91.1,100,81.83,18.35,18.66,18.11,23.32,69.26,45.05,39.5,39.8,47.18,26.13,33.56,26.62,32.5,34.5,20,30,25,17.6
99.52,90.92,100,81.44,18.33,18.63,17.98,23.05,73.32,54.72,45.73,48.51,41.18,25.59,33.38,27.62,23,25.2,16.5,21.7,22.3,15
97.86,89.78,100,81.18,18.73,19.08,18.23,23.49,43.09,37.41,32.39,36.11,26.85,17.8,23.36,19.85,22.8,22.1,17.1,21.4,19.9,15.3
95.36,88.12,100,79.27,19.56,19.92,18.96,24.32,40.9,36.93,33.68,37.32,26.84,18.18,24.4,20.73,23.1,21.6,14.5,21.6,18.7,13.1
90.41,84.02,98.97,75.47,20.59,21.03,19.45,24.8,23.18,23.23,20.18,23.47,19.11,13.51,17.3,15.19,25.6,18.6,14.4,22.8,16.2,13
83.14,79.28,94.85,70.5,21.3,21.62,20.17,25.91,19.34,19.46,18.17,20.26,16.88,11.88,15.74,13.6,24.5,15.4,13,21.6,13.3,11.1
72.34,70.48,83.11,63.56,23.42,23.92,22.1,27.84,16.62,16.83,15.99,18.79,14.9,10.73,14.16,13,26.7,14.4,11.7,18.7,11.8,8.9
61.17,60.87,64.17,58.45,25.22,25.96,25.23,26.61,15.67,14.84,14.94,17.06,14.11,9.9,13.41,12.43,24.9,13.4,11.1,17.5,10.7,7.9
56.05,57.69,54.96,55.85,26.15,26.31,27.24,27.78,14.11,13.2,13.58,14.11,12.74,8.94,12.22,11.07,26.5,12.7,10.2,17.6,10,7.7
53.54,56.79,53.8,54.43,26.76,26.49,27.45,27.85,12.74,12.24,12.17,12.62,11.53,8.14,10.99,9.94,22.2,12.3,10.5,16.5,9.7,7.8
52.19,56.26,60.37,53.67,26.93,26.41,27.36,27.76,12.71,12.19,12.32,13.29,11.42,8.14,11.07,10.13,20.8,11.6,9.9,15.3,9.6,7.2
44.04,48.36,68.41,50.2,29.7,29.22,27.8,28.29,11.05,11.33,10.52,11.6,9.82,7.34,9.52,8.94,20.3,11.1,8.5,14.6,9,6
35.06,41.55,59,48.72,34.02,32.24,28.2,28.62,9.68,10.46,9.62,11.1,8.83,7.12,8.78,8.67,19.9,10.5,8.7,15.1,8.6,6.5
32.03,38.53,49.88,51.2,34.66,32.89,27.7,27.75,11.15,12.32,10.59,14.73,10.18,8.05,9.64,10.05,20.5,13.1,9.3,15.1,10.5,7.3
42.04,46.41,51.54,53.58,28.77,28.03,26.49,26.4,13.32,16.5,12.71,19.94,11.28,9.2,11.09,11.86,21,13.6,10.1,15.2,10.6,7.6
47.32,50.85,55.45,57.55,27.61,27.2,25.94,25.87,12.76,13.48,12.29,14.25,11.47,8.64,10.98,10.84,22.7,18.7,13.9,16.7,14.5,9.7
54.32,57.4,59.27,61.76,25.65,25.22,24.89,25.63,13.66,13.33,13.2,14.57,12.29,8.6,11.77,10.64,21.6,13.2,12.4,14.4,8.5,7
58.53,60.93,61.78,58.97,23.86,23.56,23.39,24,10.64,10.25,10.83,11.28,9.05,6.21,8.54,7.61,12.5,5.5,6.6,8.2,3.6,3
64.91,65.89,66.78,63.2,20.97,20.92,20.52,23.17,3.26,3.42,3.4,3.4,2.11,1.47,1.89,1.41,11.5,7.2,7.6,9.6,5.1,4.3
76.08,74.89,78.46,66.95,19.43,19.55,18.91,23.54,4.22,5.52,4.76,10.61,3.18,2.18,2.73,2.51,12.6,8.5,8.8,10.3,5.9,5.6
81.83,81,84.43,66.45,18.59,18.55,18.1,23.37,6.32,7.81,5.67,13.05,4.56,3.04,3.65,3.32,13.2,9.7,8.8,10.9,6.8,6.1
87.37,85.36,88.18,67.32,17.97,17.99,17.68,23.13,7.52,8.16,7.22,6.11,5.8,3.58,4.45,3,13.8,11.1,9,11.3,7.8,6.4
87.87,85.34,88.51,65.95,18.18,18.21,17.94,23.52,7.89,8.13,7.28,7.21,6.07,3.77,4.72,3.28,14.9,11.6,11,12.1,8.2,8
90.11,85.06,89.62,66.98,17.78,17.88,17.61,22.69,8.49,8.6,8.02,7.1,6.66,4.25,5.19,3.61,16.7,12.8,10.4,13.2,9.1,7.5
90.39,86.08,89.81,66.4,17.42,17.54,17.26,22.76,9.56,10.36,8.3,7.75,7.64,4.68,5.94,3.92,18.8,13.5,11,14.6,9.6,7.8
89.67,85.85,90.08,65.22,17.7,17.91,17.31,23.02,10.65,11.42,9.19,8.83,8.57,5.56,6.59,4.45,20.7,14.2,13.2,16.1,10.3,9.7
86.17,81.6,89.23,63.21,18.84,19.45,18.62,24.11,9.68,10.6,8.51,9.21,8.19,5.17,6.74,5.01,22.7,14.4,11.2,16.4,10.3,8
77.05,73.06,83.43,57.94,21.07,21.92,20.68,25.02,7.65,8.45,7.68,7.9,6.16,4,5.28,4.07,26.9,12.6,11,14.4,8.8,6.2
60.66,60.65,66.58,54.86,25.03,25.68,25.42,26.37,6.39,6.71,6.82,7.08,5.09,3.39,4.34,3.71,25.1,13,12.6,14.6,8.1,6
51.64,53.98,52.86,47.59,27.26,27.28,28.67,29.73,6.03,7.15,6.5,7.54,4.68,3.22,4.19,3.39,26.8,12,13.2,14.6,6.9,6.3
47.88,50.59,51.09,46.64,28.09,28.14,29.88,30.08,6.1,7.53,6.38,7.34,4.68,3.34,4.18,3.48,23.3,13.4,12.3,13.7,7.3,6.1
44.47,47.38,42.65,42.72,29.22,29.21,31.12,31.81,5.83,7.01,5.98,6.57,4.46,3.27,3.92,3.28,26.1,14.2,13,14.7,8.2,6.4
44.83,47.58,40.29,43.03,28.88,28.95,31.77,31.71,6.03,8.35,6.84,7.54,4.71,3.71,4.27,3.69,26.5,14.2,14.7,15.4,7.9,6.7
44.43,47.41,39.4,42.75,29.66,29.58,32.44,32.02,6.57,7.45,6.61,7.8,4.79,3.55,4.44,3.67,25.7,16.7,15.1,14.8,8.8,5.9
37.06,40.59,34.98,38.66,31.53,31.29,33.09,32.65,5.51,7.74,6.61,7.05,3.82,2.98,3.43,2.9,27,20,16.5,15.1,10.4,6.6
35.55,39.79,37.3,41.21,33.16,32.63,32.79,32.61,6,8.48,6.94,8.19,4.1,3.32,3.93,3.44,29.5,23.8,20.4,19,10.9,7.4
34.62,39.98,42.04,45.74,35.63,34.51,32.11,31.93,6.82,8.72,7.25,9.17,4.83,3.97,4.41,4.23,31.9,23.5,21,22.8,11.4,7.2
30.81,36.65,44.3,47.81,38.05,36.7,31.69,31.54,6.98,9.87,7.07,9.26,5.11,4.44,4.55,4.67,36.4,26.1,21.4,28.8,13.1,8
39.19,43.06,46.18,49.77,33.13,32.64,30.84,30.66,9.04,10.82,9.05,9.96,7.03,4.82,6.11,5.15,35.2,31.7,22.5,29.6,16.9,9.8
48.3,51.62,51.15,54.9,30.32,29.98,29.71,29.48,9.89,12,9.33,11.05,8.02,5.89,6.94,6.28,33.4,29.5,24.4,20.2,17.4,12.7
55.91,58.81,57.28,59.75,28.65,28.34,28.32,28.68,12.65,14.09,12.4,13.94,10.64,7.52,9.19,8.33,34.2,28.5,24.9,21.4,17.7,14.5
63.06,61.93,63.23,61.33,27.02,27.77,26.98,28.79,13.91,14.45,12.94,15.01,12.29,8.5,10.21,9.18,37.6,27.7,24.7,23.7,17.7,15
67.69,64.63,67.1,62.33,25.85,26.82,25.87,28.09,14.9,14.47,13.2,14.62,13.28,9.02,10.66,9.45,35.5,26.9,25.6,25.5,18.8,16.3
73.25,69.25,72.58,61.9,24.79,25.68,24.77,28.67,17.65,17.21,14.84,16.69,15.9,10.55,12.72,10.67,32.9,26.6,26.2,25.1,19.3,17.1
77.8,72.65,76.75,63.78,23.84,24.72,23.81,27.72,18.89,18,15.77,16.86,16.82,11.29,13.43,11.05,30.1,25.1,23.6,23.6,18.5,17.1
80.55,74.46,79.49,65.43,22.91,23.86,22.8,26.84,17.83,16.43,15.19,15.45,16.06,10.33,12.39,10.16,28.4,22.6,23.1,22.2,16.8,16.7
83.21,75.86,81.95,63.12,22.01,23.01,21.93,27.14,17.57,16.08,14.08,13.67,15.68,10.24,11.82,9.23,26.5,22.1,22.2,20.6,16.6,16.2
83.86,76.3,83.07,61.99,21.19,22.25,21.09,26.59,15.34,14.89,12.32,12.36,13.81,8.67,10.34,7.85,23.7,21.6,18.6,18.7,16.3,13.6
83.39,75.74,83.24,61.15,20.56,21.72,20.41,25.96,12.72,12.24,10.56,10.02,11.31,7.29,8.59,6.49,24.3,19,23.3,18.8,14.6,18.1
80.88,74.3,81.74,61.94,20.84,22,20.68,25.15,10.92,10.05,9.1,10.72,9.53,6.26,7.36,5.81,24,17.2,19.7,18.8,12.8,14.8
75.17,70.3,77.45,60.62,22.31,23.54,22.1,26,10.14,10.72,8.97,9.91,8.84,5.71,7.09,5.77,26.7,16.6,15.8,18.9,11.8,10.5
67.81,64.86,71.1,61.09,24.36,25.57,24.07,26.43,10.08,10.01,8.89,10.74,8.98,5.77,7.27,6.18,31.5,17.7,16.7,17.7,12,9.8
62.4,61.03,63.25,57.43,26.27,27.22,26.82,27.88,11.16,11.15,9.98,11.59,9.92,6.36,8.23,7.2,35.9,17.8,17.6,18.3,11.8,10
58.58,60.06,56.99,55.58,27.69,27.91,28.78,29.43,11.47,10.85,10.47,11.2,10.07,6.47,8.47,7.44,31,16.7,17.6,19.6,10.5,10.2
55.26,57.42,53.54,55.68,28.56,28.66,29.58,29.44,10.84,10.51,10.26,10.55,9.73,6.54,8.37,7.31,30.2,18.1,17.5,18.8,11.8,10.7
52.73,55.16,51.48,53.31,28.86,28.95,29.7,29.96,11.32,11.83,10.16,12.1,10.1,7.12,8.92,7.89,34.3,19.6,19.5,21.2,13.7,12.6
54.82,57.07,51.3,54.26,28.16,28.25,29.72,29.68,14.64,13.92,13.8,13.59,13.13,9.33,11.68,10.35,29.7,20.5,18.9,20.4,15.1,12.7
56.89,59.59,53.42,57.25,26.93,26.77,28.38,27.96,17.6,17.62,17.24,18.36,15.59,12.22,15.4,14.15,30,19.8,19,21.5,14.8,13.2
53.6,57.6,52.48,55.77,27.7,27.25,28.43,28.19,19.82,18.25,19.24,20.79,17.52,13.28,17.31,16.32,26.8,17.5,17.4,18.5,12.2,11.3
49.35,53.72,52.62,56.06,28.54,27.98,27.6,27.38,13.7,13.92,13.44,15.31,12.12,9.49,11.88,11.51,23.6,15.6,15.4,16.5,10.4,9.6
43.44,48.76,51.9,55.13,30.6,29.63,27.43,27.27,10.32,12.41,10.86,13.52,9.17,7.49,9.42,9.14,24.4,15.4,15.2,16.2,9.9,9.2
41.93,46.58,52.28,55.71,30.92,30.24,27.3,27.09,10,11.87,10.24,12.83,8.98,7.25,8.61,8.8,24.7,15,15.3,15.5,9.3,8.8
50.33,54,54.47,58.14,27.03,26.63,26.05,25.8,10.06,10.19,9.7,11.44,8.13,6.01,7.73,7.2,24.4,14,15,15.5,8.8,8.6
58.95,61.29,60.02,60.41,24.69,24.57,24.55,25.45,8.62,9.78,8.44,10,7.04,5.29,6.61,5.8,23.3,14.4,15.1,15,9.1,8.6
63.29,64.08,63.63,60.44,23.1,23.33,23.08,24.78,7.84,9.25,8.27,9.41,6.65,5.06,6.33,5.66,23.6,13.6,15,15.2,8.3,8.7
66.5,67.32,66.77,61.34,21.65,21.77,21.61,23.87,7.12,8.76,7.94,8.88,5.81,4.61,5.68,4.98,20.4,12.3,13.5,13.6,7.1,7.2
65.5,66.69,65.86,60.89,20.51,20.53,20.52,22.44,4.96,6.61,6.22,5.94,3.92,3.29,4.03,3.4,17,9.6,44,12.4,6.4,6.5
64.74,65.92,65.05,60.19,19.61,19.7,19.63,21.6,5.05,6.04,5.27,5.2,3.92,2.96,3.8,3.23,18,11.8,62.2,13.9,8.8,8.6
64.74,65.7,65.17,61.04,19.21,19.38,19.18,20.86,7.47,9.04,8.14,8.73,6.24,5.01,6.41,5.71,17.6,11.3,20,13.8,8.3,8.3
67.71,68.29,68.08,61.38,18.34,18.48,18.27,20.75,7.5,8.03,6.97,8.29,6.13,4.33,5.65,4.88,,11.6,11.7,,8,7.7
72.32,71.68,71.96,61.05,17.76,18.01,17.74,21.39,7.33,7.32,6.93,7.58,6.03,4.07,5.45,4.35,,12.4,13.1,,8.7,8.4
75.03,73.71,74.33,62.63,17.66,17.96,17.71,21.42,7.24,7.29,6.48,6.53,6.01,4.06,5.29,4.1,,12.3,13.8,,8.9,8.5
75.41,74.1,75.03,61.97,17.56,17.87,17.6,21.15,6.96,7.9,6.65,7.08,5.78,4.23,5.16,4.22,,12.4,14.1,,8.8,8.4
74.41,73.25,74.27,61.57,17.48,17.83,17.54,21.18,6.43,7.75,6.6,6.58,5.26,3.81,4.68,3.82,,13.2,14,,7.7,7.6
70.67,70.52,71.97,61.44,17.75,18.03,17.55,20.38,5.34,6.73,5.28,6.28,4.4,3.19,3.89,3.25,,13.9,14,,7.7,7.4
68.5,68.26,70.81,61.56,17.99,18.42,17.53,20.06,5.25,6.79,5.3,5.35,4.37,3.08,3.63,3.1,,14.5,14.8,,8.1,7.4
62.17,62.7,65.01,59.24,19.52,19.98,19.41,20.71,5.95,6.23,5.44,6.02,4.44,3.04,3.78,3.24,,12.8,13.8,,7.6,7.3
54.82,56.52,54.4,52.12,21.7,21.93,22.67,23.43,5.37,5.97,5.41,5.36,4.52,3.11,3.83,3.18,,10.6,10,,6.2,5.8
52.82,54.47,51.43,53.76,21.96,22.14,22.76,22.43,5.12,5.19,4.81,5.48,4.37,3.05,3.61,3.23,,9.2,9.4,,5.1,5
49.76,51.88,51.41,52.83,22.41,22.53,22.03,22.11,3.83,4.09,3.59,4.44,3.19,2.3,2.62,2.29,,6.9,7.6,,3.6,3.9
45.55,48.15,47.51,48.87,22.34,22.19,22.34,22.33,2.72,3.28,2.65,3.33,2.22,1.59,1.98,1.53,,6.4,5.3,,3.7,3
45.25,48.82,45.77,47.92,22.22,21.79,22.52,22.54,2.71,2.27,2.7,2.81,2.33,1.6,2.02,1.54,,9.1,9.2,,5.4,5.2
45.01,48.42,47.1,49.68,22.65,22.24,22.32,22.21,4.06,3.82,3.6,3.74,3.52,2.48,2.86,2.38,,7.1,7.5,,4.6,4.1
43.24,46.91,46.46,48.99,23.37,22.87,22.46,22.33,2.88,2.47,2.68,3.13,2.48,1.76,2.14,1.71,,9.8,6.8,,6.6,4
37.84,42.83,45.37,47.86,26.41,25.46,23,22.9,2.85,3.25,2.81,3.01,2.48,1.96,2.1,1.84,,10.3,8.7,,6.5,4.5
34.45,38.32,46.99,50.34,28.03,27.46,22.46,22.2,2.99,3.68,2.96,3.44,2.6,2.1,2.15,2.02,,8.4,8,,5,4.4
46.41,49.28,52.58,56.19,22.33,21.85,20.67,20.36,3.65,3.69,3.59,3.62,2.94,2.09,2.42,2.1,,8.8,8.9,,5.2,4.8
54.86,57.99,56.67,60.22,19.68,19.25,19.46,19.15,3.58,3.99,3.57,3.87,3.1,2.21,2.69,2.25,,11.6,11,,6.6,6.3
59.35,61.9,60.95,61.43,18.69,18.43,18.41,19.29,4.87,5.2,4.89,5.2,3.7,2.62,3.28,2.72,,14.7,12.6,,8.2,7.3
63.74,64.66,65.1,59.78,17.48,17.6,17.23,19.56,5.41,5.77,5.66,6.06,4.48,2.97,3.83,3.03,,16.5,13.6,,11.2,7.7
68.31,69.07,68.72,66.17,16.57,16.69,15.8,19.42,7.28,8.3,6.9,7.13,6.12,3.95,5.05,3.84,,13.3,14.8,,9.7,8.4
70.4,71.75,72.47,61.17,16.07,16.21,14.92,20.1,7.17,7.75,6.57,6.36,6.14,4.08,5.02,3.94,,13.4,13.3,,10,9
74.75,74.08,75.58,62.74,15.46,15.64,14.36,19.61,9.26,9.23,8.06,7.94,7.67,4.99,6.15,4.6,,14.3,13.6,,10.8,9.8
76.47,76.58,78.39,60.74,15.07,15.26,14.5,20.44,8.78,8.39,7.05,7.36,7.58,4.8,5.89,4.32,,14.5,12.6,,11.2,9.5
78.03,78.48,78.5,62.42,14.64,14.79,13.83,16.75,8.35,8.68,6.83,6.95,7.32,4.77,5.48,4.44,,14.5,12.4,,11.5,9.4
79.94,80.85,80.28,65.73,14.11,14.33,12.97,18.4,10.12,9.85,7.57,7.3,9.02,5.69,6.35,4.53,,15.6,13.4,,12.6,10.3
84.2,81.22,81.83,61.96,13.61,14.06,12.87,19.3,12.08,11.16,8.3,7.01,10.43,6.17,7.26,4.76,,16.1,14.2,,13.1,11
84.47,80.53,82.73,60.58,14.1,14.69,13.64,17.96,11.87,12.22,8.89,8.67,10.44,7.12,7.76,6,,15.3,14.9,,12.6,11.6
79.22,76.83,82.22,62.69,15.99,16.58,15.53,19.93,11.08,11.01,9.69,10.26,9.62,6.03,7.73,5.98,,13.3,15.7,,11,12.3
70.85,70.09,74.62,59.72,18.2,18.79,18.34,20.68,10.85,11.84,8.97,10.69,9.29,6.91,7.59,7.08,,10,11.9,,7.9,8.3
57.97,59.34,61.52,54.24,21.19,21.34,21.53,22.15,8.08,10.87,6.86,8.16,6.84,6.21,5.82,5.2,,9.3,11,,6.3,5.1
51.06,53.42,51.25,48.3,21.45,21.48,22.92,23.65,4.69,11.24,4.26,5.43,4.07,6.19,3.44,3.26,26.9,11.6,10.4,13.4,6.9,4.8
44.24,47.44,44.81,43.88,23.12,22.9,24.49,24.76,4.02,4.03,3.87,3.81,3.08,2.19,2.62,2.24,25,11.8,11.2,13,6.2,4.6
41.15,43.55,39.18,39.93,23.48,23.53,25.2,25.62,4.38,5.88,3.99,5.69,3.15,3.04,2.69,3.1,28.3,11.2,12.5,12.8,5.2,5.2
40.29,42.8,39.26,40.85,23.52,23.5,24.6,24.76,4.03,7.19,3.77,4.32,2.91,3.27,2.54,2.1,32.6,10.3,12.6,13,4.3,4.6
37.5,39.88,38.07,40.07,24.39,24.43,24.97,25.03,3.37,4.72,3.26,3.83,2.38,2.21,2.04,1.69,26.3,11.4,11,12.3,4.5,4.2
34.14,36.74,36.07,37.63,25.33,25.33,25.64,25.83,2.88,3.49,3.32,3.41,2.13,1.56,1.94,1.39,32.3,10.5,11,13.5,4.2,3.8
34.24,37.23,36.53,38.32,25.45,25.14,24.94,25.03,3.38,5.29,3.95,4.21,2.28,1.89,2.18,1.61,30.7,12.4,13.2,13.9,4.5,4.4
32.27,35.92,38.47,40.59,27.24,26.58,24.14,24.09,3.36,4.36,4.49,4.05,2.4,1.89,2.2,1.7,25.2,14.1,14,12.6,5,4.2
28.54,32.59,41.02,43.32,30.32,29.58,23.67,23.57,3.49,4.28,3.89,4.52,2.3,1.92,2.05,1.75,26.5,22.8,14.6,13.9,7.6,4.8
33.72,36.72,42.52,44.94,25.71,25.27,22.91,22.69,4.56,7.57,4.41,8.57,3.06,3.09,2.64,3.47,30.1,16.2,17.1,14.8,6.2,5.5
40.76,43.49,46.12,48.81,22.91,22.57,21.86,21.56,4.2,4.99,3.76,4.45,2.86,1.98,2.32,1.9,37.7,16.3,14.6,17,7.6,6.1
44.72,47.96,49.83,52.6,21.3,20.81,19.91,19.46,4.1,5.32,4.15,4.68,3.27,2.28,2.53,2.11,29,17.6,17.6,16.4,9,7.7
47.97,51.5,54.19,57.04,20.36,19.84,18.59,18.09,5.98,5.9,5.98,5.9,4.41,3.08,3.51,2.92,30.6,16.9,27.2,18.3,10.1,11.2
53.32,58.06,58.41,63.26,19.48,18.81,18.04,18.58,8.57,9.59,8.26,9.83,5.92,3.86,4.83,4.09,32.4,18.9,26.2,18.9,12.7,12.6
59.68,64.63,62.86,57.78,17.62,17.38,16.48,18.34,10.21,12.78,10.08,12.41,8.21,5.54,6.67,5.69,36.1,17,,19.4,12.7,
64.56,68.38,67.01,63.02,16.32,16.29,15.36,19.09,11.58,13.66,10.48,12.84,8.92,5.76,7.05,5.87,46.1,17.4,,21.3,13.9,
67.61,71.26,69.45,65.48,15.47,15.41,14.29,17.03,10.52,11.82,9.53,11.27,8.68,5.98,6.8,5.84,24.1,19.4,,17.7,16.1,
70.9,74.31,72.58,60.61,14.53,14.49,13.48,16.49,11.3,14.88,9.2,13.03,9.54,7.46,7.48,7.11,22.2,18.8,,17,15.8,
73.24,76.76,75.36,63.44,13.84,13.78,12.91,18.32,13.25,16.53,11.73,15.79,10.96,8.47,8.96,8.34,24.9,15,,18.7,12.6,
75.1,78.12,76.37,66.02,13.43,13.46,12.43,15.2,14,16.04,12.35,14.92,11.82,8.49,9.45,8.57,34,15.5,,24,12.5,
75.06,76.72,78.1,59.35,14.4,14.65,13.52,17.38,13.25,14.46,11.8,13.15,11.09,7.5,8.92,7.18,65.8,16.3,,24.5,12.9,
67.05,66.17,75,58.99,18.07,18.68,17.05,20.7,9.58,11.91,9.23,11.21,7.93,5.45,6.6,5.51,58,18.3,,24.9,11.8,
55.52,57.66,62.11,54.36,21.72,21.75,21.4,21.69,9.3,11.6,9.3,11.24,7.01,4.99,6.01,5.67,44.6,16,24.5,19.6,7.7,8.7
51.7,54.57,53.51,51.68,22.89,22.74,23.41,23.7,11.59,14.74,11.22,14.78,7.97,6.72,6.89,6.79,44.6,27.4,29.6,18.4,11,10.4
44.89,47.08,47.92,46.49,24.21,24.25,24.14,24.78,8.53,12.98,7.93,11.78,6.3,6.27,5.21,6.07,39.9,18.7,28.2,16.8,8.6,10.6
40.12,42.77,42.68,43.05,25.21,25.12,25.14,25.67,6.94,13.36,7.53,10.04,5.47,6.34,4.79,5.02,35.2,16.7,23.8,15,8.3,8.9
37.23,39.95,38.02,39.11,26.04,25.84,26.72,27.27,6.32,10.95,6.88,8,5.12,5.19,4.38,4.49,38.9,20.1,23.7,17.6,9.8,9.1
35.45,38.02,37.47,39.42,27.15,27.12,26.36,26.78,6.93,9.57,7.06,9.17,5.31,4.25,4.65,4.16,37.3,20.7,25.3,18.2,9.5,9.6
34.35,37.52,35.43,37.27,27.6,27.19,27.81,28.16,6.85,10.61,7.34,9.56,5.55,5.45,4.87,4.93,39.6,26,22.3,17.6,11.3,8.4
37.38,41.17,36.88,39,26.78,26.18,27.56,27.74,8.31,10.13,8.4,9.9,6.21,4.41,5.32,4.63,33.5,28,20.5,16.8,12.4,7.8
34.64,39.01,37.28,39.35,29.09,28.15,27.88,28.1,7.56,8.52,7.07,7.25,5.87,4.17,4.88,4.25,34,27.4,21.4,16.9,11.6,7.4
34.14,37.8,39.38,41.84,28.34,27.74,25.88,25.87,5.29,7.06,5.54,6.58,4.4,3.35,3.81,3.3,34.1,24.4,15.2,17.8,10.7,6.4
31.12,35.08,39.9,42.31,29.95,29.25,25.92,25.91,4.95,6.1,4.19,5.64,3.8,2.95,3.15,2.87,25.6,24.9,20.6,15.2,11.6,7.7
35.22,38.53,41.56,44.26,27.52,27.07,25.47,25.43,5.27,6.66,5.26,5.83,4.32,3.16,3.51,2.97,26.4,23,22.6,16.2,11.2,9.6
