NAM 1 Hum BME280,NAM 1 Hum SHT30,NAM 2 Hum BME280,NAM 2 Hum SHT30,NAM 1 Temp BME280,NAM 1 Temp SHT30,NAM 2 Temp BME280,NAM 2 Temp SHT30,Luftdaten 1 PM10,Luftdaten 2 PM10,NAM 1 PM10,NAM 2 PM10,Luftdaten 1 PM2.5,Luftdaten 2 PM2.5,NAM 1 PM2.5,NAM 2 PM2.5,Reference 1 PM10,Reference 2 PM10,Reference 3 PM10,Reference 1 PM2.5,Reference 2 PM2.5,Reference 3 PM2.5
36.68,39.58,38.6,42.55,20.57,20.58,19.7,19.64,3.69,4.6,3.95,5.17,1.86,1.45,1.46,1.41,42.5,15.6,11.2,14.2,3.3,3.9
33.65,37.11,35.82,39.66,20.92,20.63,19.92,19.66,3.31,4.08,3.92,5.06,1.73,1.16,1.4,1.2,38.4,16.3,9.7,12.9,3.2,3.3
33.26,36.49,35.31,38.99,20.88,20.65,19.84,19.62,3.46,5.46,4.32,5.14,1.76,2.24,1.51,1.42,42.8,15.6,12.2,13.4,2.7,3.4
30.91,34.03,32.73,36.42,21.9,21.72,21.1,20.96,3.78,7.37,4.1,7.23,1.65,3.58,1.42,2.86,40.7,19.8,13.3,13.2,4,3.6
26.65,29.49,27.3,30.39,23.15,22.82,22.92,22.74,3.57,4.76,3.8,9.07,1.47,1.16,1.26,3.85,34.6,19.8,14.4,11.8,3.4,3.6
24.12,26.9,25.19,28.05,23.51,23.19,23.11,22.83,3.38,4.07,3.86,4.8,1.35,0.94,1.1,0.92,44.4,21,45.1,12,3.2,4.5
23.01,25.77,25.49,28.28,24.29,23.84,22.57,22.23,2.94,3.76,3.78,6.7,1.3,0.84,1.13,1,40.2,21.3,18,11,2.8,3.2
19.52,23.4,24.73,27.44,27.68,26.1,22.62,22.27,2.95,3.6,3.73,4.2,1.19,0.82,1.14,0.84,37.6,31.7,14.6,11.3,11.3,3.1
15.89,19.47,24.63,27.43,30.64,29.16,22.65,22.26,3.08,3.15,4.07,4.12,1.27,0.84,1.29,0.98,37.8,19.6,14.5,11.4,3.7,2.9
19.83,22.58,26.07,29.04,26.42,25.64,21.84,21.43,3.34,3.93,3.14,4.34,1.41,0.85,1.26,0.95,35.2,17.6,13.1,11.6,2.5,2.9
24.83,27.82,27.94,30.92,22.44,21.79,20.96,20.61,3.65,3.89,3.85,4.53,1.66,1.1,1.43,1.06,34.1,18.6,14.2,11.8,2.7,3.2
28.22,31.05,29.74,32.88,20.63,20.17,20.1,19.76,4.17,4.19,4.78,4.82,1.69,1.01,1.46,1.13,34.5,23.5,13,11.8,3.2,3.4
31.17,35.01,32.17,35.4,19.38,18.71,19.25,18.78,4.72,5.89,5.12,6.48,2,1.43,1.71,1.39,44,37.3,45.8,13.6,5,8
36.45,40.9,38.32,41.52,17.7,16.99,17.25,16.71,5.24,8.11,5.95,8.25,2.61,2.04,2.17,2.1,45.8,31.2,23.8,14.9,7.7,5.1
39.01,43.48,41.92,45.23,16.92,16.3,16.22,15.7,6.77,8.44,6.61,8.42,2.95,2.09,2.43,2.02,48.4,27.7,25.9,16.1,9.7,6.6
39.49,43.39,41.23,45.15,16.69,16.12,16.28,15.78,6.06,7.86,7.34,7.8,3.03,2.12,2.52,2.2,40.4,26.5,30.1,16.2,10.4,8.2
40.54,44.43,41.97,46.08,16.38,15.87,16.02,15.54,5.61,6.08,5.48,7.22,2.8,1.89,2.31,1.97,29.5,22.1,23.8,14.4,9.1,7.9
41.07,44.87,42.3,46.62,16.25,15.78,15.89,15.42,5.02,5.36,5.91,6.61,2.53,1.67,2.06,1.62,23.1,19.1,17.5,12.9,8.2,7.1
41.27,45.27,42.46,46.85,16.22,15.75,15.86,15.41,4.48,5.15,5.17,5.76,2.22,1.44,1.83,1.43,20.6,16.8,16.1,12.1,6.8,6.1
41.58,45.7,42.78,47.2,16.22,15.75,15.91,15.47,4.84,4.96,5.53,5.9,2.36,1.46,1.87,1.49,21.7,16.2,15.9,12.1,6.7,5.8
40.45,44.34,41.8,46.37,16.81,16.42,16.38,16,4.97,6.25,5.15,6.61,2.63,1.7,2.07,1.79,28.2,17.8,16.6,11.9,6.3,6.1
37.86,41.41,39.28,43.78,17.96,17.67,17.46,17.13,5.54,5.44,5.75,6.43,2.51,1.67,2.06,1.78,35.2,25.1,17,15.1,6.1,5.8
36.87,40.39,38.95,43.26,19.6,19.38,18.77,18.51,5.34,6.83,6.15,7.95,2.33,1.73,1.93,1.65,38.4,32.5,17.6,15.4,6.4,5.7
36.59,39.65,38.52,42.69,20.62,20.58,19.95,19.75,5.08,7.77,5.01,8.64,2.14,1.91,1.73,2.05,41.3,21.6,20.2,15.1,4.9,5.7
35.68,39.42,38.82,43.17,21.92,21.64,20.56,20.33,5.39,8.62,5.63,8.69,2.25,1.77,1.85,1.7,50.4,20.5,22.2,15.8,4.2,5.4
40.41,43.98,43.73,48.04,21.28,21.11,20.02,19.81,4.3,5.02,4.92,5.77,2.09,1.49,1.77,1.41,50.4,23.8,22.1,14.6,4.4,5.3
42.3,45.69,45.27,49.79,21.37,21.38,20.35,20.17,3.82,4.52,3.62,6.12,2.06,1.72,1.66,1.54,40.3,20.9,14.9,12.2,3.9,4.6
44.46,47.88,46.79,51.6,21.26,21.26,20.57,20.31,4.35,5.28,5.3,5.79,2.5,1.74,2.12,1.77,37.8,13.7,11.3,11.8,2.7,3.9
49.72,54.5,53.89,57.63,20.08,19.77,19,19.65,4.54,5.97,4.82,7.19,2.65,2.11,2.17,1.9,46.4,21.6,14.7,13.4,4.2,4.8
47.8,52.6,53.54,57.05,21.87,21.58,19.81,20.26,4.4,5.09,4.32,5.11,3.03,2.19,2.29,2.06,32.4,20.6,17.7,12.2,4.8,5
53.28,58.51,61.29,59.65,20.88,20.55,18.64,20.71,4.37,4.61,4.21,5.39,3.69,2.4,2.73,2.49,22.8,13.3,13.3,11.4,3.9,5.6
46.29,52.13,53.78,58.32,22.31,21.61,19.64,19.45,3.61,5.17,4.35,4.51,3.02,2.13,2.36,2.22,21.6,9.8,8.6,12.3,4.3,5.8
43.28,49.13,50.66,56.16,22.79,22.04,19.98,19.64,3.26,3.29,3.18,4.26,2.33,1.54,1.74,1.62,25.3,11.9,9.3,12.4,4.3,5.4
59.31,60.07,66.07,62.87,18.94,20.71,17.44,20.9,3.51,2.82,2.81,3.27,2.79,1.54,1.63,1.4,26.3,11.7,9.8,11.3,3,3.6
56.84,58.41,60.03,58.73,18.79,19.19,18.02,19.2,2.24,1.72,1.96,2.22,1.84,1.02,1.21,0.94,14,7,8.1,10.8,2.2,4.4
57.23,59.47,58.62,61.35,18.17,19.19,17.89,18.7,2.71,2.22,2.16,2.51,2.18,1.17,1.51,1.14,13.4,4.8,4.3,8.7,1.6,2.2
60.07,60.07,60.98,59.27,17.24,18.72,17.24,19.26,3.06,2.74,2.52,2.2,2.61,1.5,1.74,1.36,16.9,6,4.9,9.8,1.8,2.7
,,64.74,61.82,,,16.56,19.05,4.41,3.65,,3.46,3.83,2.01,,1.92,20.4,6.3,5.8,10.7,2.1,3.5
,,66.9,61.14,,,16,18.87,5.56,4.43,,4.38,4.88,2.62,,2.42,14.5,6.8,6.4,11.5,3.1,4.3
,,68.21,60.74,,,15.51,18.93,6.01,5.04,,4.32,5.26,2.78,,2.43,18.2,6.8,7,13.7,3.8,5
,,67.53,61.8,,,15.23,17.64,5.5,5.26,,4.65,4.91,2.77,,2.44,16.4,7.4,8,13,4.5,5.3
,,69.19,60.94,,,14.85,18.64,6.89,5.83,,4.76,6.17,3.16,,2.89,15.1,8.2,7.2,12.1,4.8,4.8
,,71.16,62.19,,,14.4,18.09,8.75,7.54,,5.27,7.91,4.02,,3.5,15.2,8,6.5,12.4,5,5.2
,,72.29,61.67,,,14.02,17.6,10.21,7.62,,6.66,9.17,4.54,,4.13,16,9.2,8.2,13.1,5.8,6.7
,,70.56,60.39,,,14.44,17.57,7.82,6.72,,6.26,6.97,3.82,,3.67,16.9,9.9,9.4,13.6,6.5,7.6
,,61.35,61.2,,,15.49,15.48,4.25,4.66,,4.76,3.74,2.37,,2.43,17.2,10.1,9.7,13.6,6.4,7.6
,,52.94,52.82,,,17.33,18.35,3.39,3.68,,4.64,2.8,1.73,,1.91,20.3,7.9,8.2,13.6,4,6.4
,,40.25,42.49,,,19.07,19.13,2.15,2.27,,2.74,1.45,0.85,,0.99,21.9,8.2,6.3,11.4,2.7,4.1
,,41.69,45.17,,,20.77,20.76,2.72,2.36,,3.2,2.03,1.28,,1.33,25.2,7,4.9,10.2,1.6,2.5
,,45.04,49.22,,,21.15,21.02,2.81,2.37,,2.63,2.33,1.46,,1.41,31.3,7.5,6.1,11.9,2.5,3.7
,,46.13,50.45,,,21.31,21.14,2.46,3.01,,2.54,2.21,1.52,,1.42,24.8,9.6,7.2,11.7,4,4.2
,,48.59,53.02,,,20.95,20.84,2.91,2.75,,3.18,2.52,1.68,,1.67,27.7,9.3,6.3,12.5,4.2,3.9
41.59,44.77,47.71,52.47,23.85,23.73,21.03,20.82,2.61,2.68,1.55,3.51,2.05,1.39,1.45,1.39,24.2,9.5,6.4,11.1,3.9,3.8
41.38,45.4,46.5,51.25,23.72,23.58,21.73,21.57,2.49,2.93,2.64,3.29,2.09,1.37,1.65,1.42,25.8,7.5,5.9,11,2.5,3.1
42.15,46.63,46.98,51.84,23.58,23.27,21.71,21.55,2.59,2.77,2.94,2.84,2.2,1.55,1.82,1.5,25.5,7.9,7.4,11.3,2.5,3.6
45.4,50.55,50.86,56.68,22.97,22.6,21.14,20.96,3.57,4.24,3.51,3.76,2.93,2,2.26,1.97,25.2,8.9,7.4,11.4,2.6,3.9
54.36,59.12,59.42,61.52,21.08,20.99,19.79,21.69,3.95,3.91,3.34,3.96,3.53,2.13,2.59,2.3,17.9,10.5,8.6,10.9,3.3,4.4
55.22,57.86,61.39,60.1,21.23,22.25,19.66,21.26,3.96,3.72,3.69,3.9,3.45,2.21,2.5,2.3,16.2,9.5,8,11.7,4.6,4.8
57.62,59.85,63.23,58.98,20.71,22.15,19.53,22.42,4.92,5.95,4.78,5.58,4.21,2.87,3.26,2.94,35,8.6,7.2,14.6,4.6,4.6
61.95,60.93,64.78,61.61,19.64,21.82,19.01,21.81,11.67,13.1,12.19,13.5,9.82,6.51,8.12,7.08,42.8,11.5,8.4,17.1,6.8,5.1
64.32,60.28,66.53,62.11,19.56,22.66,18.69,21.99,8.24,8.22,6.93,8.28,7.29,4.19,5.01,4.42,26.2,11.6,10.8,14.1,7.9,6.6
67.54,61.6,69.78,62.69,19.3,23.27,18.35,22.76,9.78,9.04,6.23,8.3,8.84,5.07,5.07,4.85,24.7,14,12.3,16.4,10.1,8.3
71.09,61.25,74.26,63.03,18.84,23.49,17.68,22.74,13.85,11.31,8.43,9.47,12.61,6.64,6.75,6.16,21.3,16.1,13.1,16.6,11.9,9.5
70.67,61.52,74.81,62.12,18.96,22.82,17.79,22.85,12.92,10.99,8.89,9.65,11.7,6.48,6.95,6.24,26.1,23.8,15,19.8,20.3,11.9
70.14,61.55,75.01,62.52,18.4,22.07,17.48,22.24,14.14,11.76,9.01,10.51,12.86,6.9,7.47,6.87,26.5,19.2,15.7,20.7,14.8,12.8
73.34,61.94,78.79,60.4,17.52,22.12,16.59,22.37,18.86,13.73,10.38,11.63,17.12,8.53,8.86,8.43,25.2,19.1,14.3,20.3,14.7,12.2
73.67,60.91,79.55,63.19,17.4,21.95,16.51,22.46,17.97,12.76,9.89,11.76,15.93,8.06,8.4,7.96,23,16.1,13.9,20,12.9,12.3
73.09,61.73,78.68,62.67,17.17,21.19,16.46,21.3,14.81,12.43,9.5,11.31,13.45,7.74,8.17,7.64,22.7,16.5,13.8,20.2,13.5,12.1
73.43,61.71,78.44,62.01,17.3,21.59,16.41,21.46,14.82,10.71,8.47,8.94,13.45,6.65,7.27,6.44,21.3,16.6,14.3,18.5,13.6,12.4
73.93,61.34,79.76,62.34,17.48,21.88,16.41,21.99,13.88,10.54,7.49,8.4,12.61,6.3,6.55,5.99,18.9,14.5,12.3,16.5,11.5,10.8
73.78,61.12,80.28,61.07,17.66,22.13,16.49,22.44,14.16,11.03,7.84,8.48,12.86,6.72,6.72,6.09,17.5,11.6,10.3,15.4,8.7,9
72.66,60.75,78.59,61.72,17.64,21.75,16.64,21.76,13.64,11.33,7.54,9.01,12.42,6.89,6.6,6.28,18.2,12.4,10.4,16.1,9.5,9
68.06,59.83,74.01,61.51,18.47,21.43,17.38,20.81,10.65,9.49,7.26,8.36,9.72,5.78,5.8,5.78,19.9,14,11.4,17.1,10.9,9.9
53.43,54.54,57.54,54.05,21.03,21.11,19.78,21.07,6.89,6.03,6.47,6.61,5.9,3.51,4.03,3.63,20.4,14.7,11.7,17.4,11.2,9.9
40.87,44.05,41.91,45.35,21.98,21.9,21.52,21.29,5.11,5.15,5.66,6.31,3.19,2.02,2.32,1.87,25,15.4,13.2,16.2,10,9.2
37.93,41.31,38.94,42.19,22.07,21.78,21.58,21.29,4.7,5.27,5.2,6.24,2.48,1.69,1.96,1.6,25.5,15,12.6,14.7,5.8,5.7
35.78,39.31,36.11,39.57,22.46,22.05,22.13,21.81,3.92,4.69,4.89,6.31,1.98,1.2,1.61,1.38,30.2,17.8,13,13.6,5.8,4.7
31.64,35,32.51,35.89,23.42,23.02,22.61,22.24,3.51,4.05,4.31,5.62,1.61,0.91,1.45,1.1,25.6,17.6,11.9,11.3,4.6,4.1
30.21,33.53,32.65,36.14,23.58,23.19,21.82,21.44,3.42,3.19,3.4,5.03,1.52,0.89,1.28,1.03,28.5,13.4,10.4,10.8,3.3,3.3
29.12,32.91,33.71,37.06,24.54,23.83,21.58,21.27,2.82,3.35,3.54,3.62,1.36,0.85,1.23,0.92,22.9,12.2,9.7,10.2,2.5,2.8
25.93,30.67,34.29,37.78,26.74,25.38,21.28,20.93,2.89,3.18,3.32,4.28,1.51,0.93,1.32,1.07,24.6,12.1,9,10.5,2.4,2.7
30.43,33.65,35.64,39.11,23.24,22.84,20.7,20.38,2.7,2.75,3.25,4.02,1.55,0.95,1.26,1.06,20.3,10.2,8.3,10.4,2.4,2.8
36.13,39.49,38.71,42.57,20.69,20.32,19.72,19.37,2.95,3.58,3.39,4.62,1.71,0.98,1.36,1.05,22.8,10.3,8,10.9,2.6,3.1
39.94,43.83,41.85,45.77,19.4,18.97,18.88,18.51,3.2,3.52,3.62,4.58,1.87,1.11,1.47,1.08,25.6,15.9,8.4,11.8,3.6,3.2
43.36,47.64,45.01,48.94,18.67,18.19,18.28,17.91,3.81,4,3.88,4.16,2.14,1.35,1.61,1.22,21.3,13,8.8,11.7,3.8,3.5
45.02,49.58,47.64,52.04,18.32,17.84,17.8,17.41,3.92,4.63,3.62,4.65,2.22,1.39,1.67,1.32,,14.2,9.7,,5.1,3.8
,,52.01,57.63,,,17.02,16.72,3.4,3.68,,5.08,1.95,1.06,,1.19,,12.9,10.4,,4.5,4.1
,,59.84,59.03,,,15.92,18.1,4.04,5.3,,5.2,2.5,1.53,,1.43,,8.2,6.1,,2.5,3.2
,,67.47,62.73,,,14.74,17.53,5.7,6.29,,5.88,3.68,2.06,,1.7,,7,5,,2.6,3.4
,,71.34,61.67,,,14.13,18.32,7.25,6.44,,6.88,4.76,2.57,,2,,6.7,5.1,,3.3,3.8
,,72.93,62.9,,,14.03,17.65,9.17,7.83,,9.27,5.72,2.99,,2.71,,7.4,5.6,,4.4,4.4
,,73.3,61.99,,,13.97,18.29,10.44,10.06,,9.46,7.51,3.98,,3.66,,9.6,6.5,,6.2,5.4
,,72.66,62.46,,,14.01,17.7,11.28,9.96,,9.76,7.8,4.27,,3.95,,13.8,7.9,,9.8,6.5
,,71.2,61.49,,,14.44,17.8,12.97,12.77,,12.62,10.11,5.73,,5.62,,15.8,9.4,,11.5,7.4
,,68.9,61.44,,,14.81,17.41,13.71,16.97,,20.59,10.17,6.43,,6.88,,18.5,13.8,,13.4,10.5
62.12,59.77,66.48,59.55,16.47,17.74,15.18,17.6,13.02,16.26,11.93,16.58,10.05,7.1,7.08,6.58,,23.2,15.9,,15.8,11.5
55.62,58.36,59.88,57.81,18.3,18.17,16.75,18.06,8.38,14.5,8.87,14.93,5.31,5.6,4.04,4.3,,25.4,17.5,,17,12.5
45.59,48.89,50.82,53.64,21.13,20.94,18.85,18.76,5.49,14.02,6.52,10.76,2.94,3.6,2.27,2.17,,21.8,17.6,,12.4,8.2
41.17,44.98,45.21,48.92,20.51,20.07,18.77,18.43,4.31,8.3,4.86,8.74,1.91,1.51,1.59,1.46,,18.5,14.4,,7.1,6.1
35.42,38.8,38.9,42.36,21.09,20.71,19.06,18.89,4.06,4.51,4.49,6.22,1.59,1.1,1.33,1.47,26.7,15.7,14.6,12.1,3.7,4.5
30.86,34.4,32,35.42,21.51,21.02,20.95,20.61,3.54,4.58,3.86,5.5,1.25,1.28,1.1,1.08,28.8,17.5,13.9,10.8,3,3.5
28.98,32.44,31.35,34.69,22.91,22.43,21.3,20.97,3.71,4.08,3.73,4.58,1.29,0.85,1.13,0.84,35.5,21.4,16.5,10.4,2.6,4.4
29.36,32.99,34.41,37.85,23.59,22.95,20.59,20.29,3.57,4.42,4.19,4.87,1.54,1.01,1.33,1.01,27.7,22.1,13.4,10,2.7,3.3
32.87,36.31,37.97,41.39,21.36,20.84,18.95,18.63,3.59,4.2,4.37,5.03,1.61,1.07,1.41,1.09,31.4,21.9,13,11.5,3.7,4.1
35.06,38.55,38.6,42.45,19.61,19.1,18.1,17.67,3.25,3.19,3.55,4.49,1.45,0.76,1.16,0.89,29.1,19.6,11.9,11.8,4.2,4.1
36.26,39.99,39.44,43.21,19.39,18.87,17.98,17.65,3.23,3.14,3.8,4,1.59,0.89,1.29,0.99,22.5,16.4,11.2,10.4,3.1,3.3
37.46,41.34,40.95,44.73,19.4,18.88,17.93,17.61,2.85,3.52,3.52,3.94,1.72,0.95,1.36,1,25.2,14.3,9.4,11,2.8,3.2
39.62,43.35,41.65,45.71,18.17,17.77,17.59,17.18,3.48,3.73,4.17,3.69,1.74,1.08,1.47,0.98,21.1,17,9.6,10.8,3.4,3.2
42.98,47.11,43.9,48.13,17.01,16.52,16.91,16.47,4.07,3.84,4.22,3.89,2.16,1.2,1.65,1.13,29.9,17.6,13.2,12.2,4.4,3.7
46.41,50.74,47.05,51.59,15.98,15.49,16.03,15.56,3.27,3.36,3.7,4.06,1.99,1.22,1.65,1.11,25.9,17.1,11.8,11.8,3.8,3.8
50.64,55.29,51.6,56.2,14.98,14.47,14.97,14.5,3.21,2.9,3.13,3.37,1.89,1.07,1.44,1.04,25.1,11.7,8.2,10.9,3.4,3.2
55,60.28,56.97,59.7,14.27,13.76,14.11,15.48,3.58,3.64,3.35,3.86,2.29,1.34,1.67,1.21,19.4,9.9,6.7,9.3,2.2,2.9
57.69,59.52,60.21,58.16,14.24,15.47,13.78,14.96,3.99,3.89,3.83,3.64,2.54,1.53,1.89,1.36,15.3,8.9,6.4,9.1,2.2,3.3
60.21,59.05,62.98,61.9,13.68,16.01,13.38,15,4.1,4.16,3.86,4.25,2.88,1.56,2,1.46,15.1,8,6.2,9.6,2.2,3.5
62.45,59.61,64.88,59.53,13.54,15.59,13.41,16.36,3.9,4.34,3.63,4.02,2.85,1.61,1.88,1.43,13.1,8.4,5.5,9.7,2.8,3.3
64.35,60.25,65.99,61.79,13.39,16.23,13.32,15.69,4.62,4.91,4.32,4.78,3.54,2.01,2.44,1.85,11.7,7.7,5.6,9.7,2.7,3.4
63.22,59.34,65.58,59.2,13.94,15.73,13.41,16.31,5.45,5.4,4.85,5.22,4.05,2.36,2.78,2.24,12.9,7.1,7.1,10.7,3.3,4.5
59.86,58.26,62.9,60.14,15.66,17.02,14.63,16.02,5.51,6.14,5.42,6.29,3.94,2.42,2.88,2.43,14.8,8.5,8.3,11.8,3.8,5.3
53.76,57.25,57.87,57.65,18.24,18.05,16.85,17.99,5.09,5.15,5.67,7.04,3.1,1.97,2.36,2.14,25.3,11.2,11.3,14.7,4.5,5.8
49.7,53.34,53.75,57.67,19.63,19.55,18.09,17.96,4.37,5.89,4.93,6.04,2.62,1.78,2.05,1.88,29.2,13.8,11.2,13.4,4.6,5.2
46.25,49.85,49.99,54.29,20.98,20.95,19.59,19.44,4.23,4.84,4.2,5.53,2.34,1.59,1.9,1.68,30.7,29.5,12.6,13.8,4.8,5
44.5,48.99,49.53,54.22,21.61,21.27,19.61,19.38,4.11,4.41,3.76,4.83,2.08,1.48,1.62,1.39,32.3,16.8,14.7,12.4,3.8,4.8
47.48,51.9,53.03,55.62,21.41,21.12,19.39,19.96,3.94,4.15,3.89,4.72,2.28,1.48,1.77,1.46,28.3,15.6,14.1,11.4,3.6,4.3
47.48,51.47,49.97,54.91,20.96,20.86,20.16,19.96,3.68,4.87,3.87,4.55,2.32,1.57,1.75,1.4,26.9,14,9.2,11.4,3.3,4.3
55.72,56.21,61,57.87,19.53,20.84,18.51,21.11,4.95,7.14,4.15,6.72,3.77,3.55,2.35,3.01,28.9,12.6,8.1,12.4,3.1,4.1
42.5,46.42,44.95,48.07,22.66,22.41,21.58,21.47,3.06,2.69,3.54,4.14,1.97,1.2,1.52,1.17,21,8.8,9.1,13.7,4.5,4.2
52.53,53.21,54.44,58.64,19.25,20.07,18.51,19.08,4,3.6,3.67,4.19,2.36,1.3,1.61,1.31,25.4,8.9,9.7,11.6,2.4,3.6
70.48,61.44,74.8,63.48,15.77,19.57,14.83,19.66,4.5,3.99,3.95,4.21,3.53,1.76,1.92,1.45,28.6,10.8,9.7,12.5,2.8,3.3
68.82,60.75,74.52,62.72,16.55,20.14,15.32,19.93,4.23,3.49,3.22,4.33,3.13,1.63,1.86,1.49,13.5,6.1,6.4,10.9,3.2,3.5
72.42,62.19,77.09,63.1,16,19.95,15.22,20.2,4.97,4.56,3.41,3.52,3.98,2.13,2.17,1.77,12.5,4.7,5,10.6,2.2,3.5
74.8,61.18,79.26,63.01,15.62,20.58,14.9,20.32,7.16,4.95,3.8,4.01,6.47,2.88,2.64,2.26,12.3,5.2,4.9,10.7,2.7,4.1
77.11,62.38,79.87,63.43,15.04,19.88,14.73,19.85,6.86,4.62,3.91,4.85,5.96,2.55,2.58,2.2,13,5.4,5.6,11.2,3.2,4.6
78.97,62.86,81.45,63.1,14.71,19.87,14.44,19.95,8.19,6.28,4.6,5.52,7.04,2.98,2.82,2.52,12.2,6.3,5.1,10.8,4,4.4
79.26,62.35,82.1,62.46,14.72,19.99,14.32,20.31,10.11,7.29,4.67,5.21,9.15,3.95,3.36,2.72,13.2,7.4,5.9,11.6,4.9,5
80.33,62.11,83.23,63.67,14.61,20.33,14.18,20.04,12.74,8.35,5.78,6.65,11.48,4.51,4.06,3.5,13.9,7.8,7.1,11.9,4.8,6
80.35,62.15,83.25,61.67,14.55,19.95,14.16,20.38,13.06,8.79,6.99,8,10.77,4.52,4.45,3.7,15.1,7,8.8,13.1,4.4,7.1
80.32,61.76,82.84,61.06,14.53,19.84,14.15,20.37,12.19,9.63,6.94,8.02,10.05,4.37,4.2,3.44,16.1,11,10.3,13.1,6.9,7.6
80.2,61.91,82,62.96,14.41,19.78,14.13,19.23,10.26,8.08,6.7,8.35,8.18,3.49,3.5,3.29,17,11,10.6,13.4,6.5,7.6
79.95,61.46,81.45,61.05,14.28,19.46,14.07,19.81,10.55,8.02,7.74,8.63,7.13,3.24,3.27,2.84,17,12.3,10.5,13,7.1,7.3
79.74,61.42,81.25,61.92,14.16,19.41,13.92,19.27,10.89,8.59,8.49,10.41,6.99,3.2,3.34,2.95,19.1,11.5,12.1,14.2,6.4,8.2
79.28,61.66,80.67,61.96,14.1,19.02,13.85,18.89,11.38,8.5,8.67,10.35,6.83,3.13,3.47,2.91,19.8,13.3,12.7,14.7,7.6,8.5
77.39,61.57,79.72,61.38,14.67,19,14.09,19.13,13.09,10.2,9.35,10.18,10.03,4.93,4.92,4.38,20,13.4,13.5,14.9,7.6,9.1
73.33,60.23,76.06,62.26,15.39,19.3,14.68,18.43,10.24,9.62,8.49,9.32,8.38,4.65,4.33,4.06,24.9,14.1,15.5,18.3,8.2,10.8
66.83,59.91,71.52,58.92,17.07,19.16,16.04,19.46,7.99,10.44,6.69,9.01,5.73,5.19,3.59,3.81,27.4,14.7,16.1,20,8.7,11.4
61.98,58.01,65.58,58.6,17.38,19.21,16.6,18.21,6.4,13.94,5.97,9.61,4.47,7.43,2.91,4.22,25.2,12.7,17.4,18.4,7.3,12.2
58.86,59.04,62.41,60.7,18.26,18.96,17.19,18.42,6.59,6.34,5.58,7.05,4.41,2.78,3.14,2.83,30,11.4,16.1,16.9,6.3,11.2
54.72,54.48,58.01,54.01,18.84,19.63,18.01,19.4,4.53,5.56,4.01,6.52,3.11,2.58,2.36,2.67,25.3,13.1,12.9,15.6,5.2,9.3
52,54.96,56.55,57.69,19.19,19.11,17.75,17.67,4.07,7.03,4.06,5.32,2.88,3.16,2.43,2.64,29.2,12,11.2,13.5,4.5,5.6
54.14,54.51,56.22,58.42,18.68,19.59,18.04,19.15,3.58,5.99,3.94,4.38,2.79,3.22,2.2,2.27,26.8,11.4,11,12.9,3.9,4.7
52.48,54.34,57.07,54.75,20.29,20.57,18.72,19.57,3.81,4.33,3.93,4.48,2.84,1.96,2.35,2.17,29.9,9.9,9.5,12.7,3.9,4.1
44.11,47.12,48.33,51.31,20.96,21,19.56,19.45,3.75,3.12,3.88,4.23,2.53,1.62,2.07,1.82,23.4,7.8,10.6,11.9,3.7,4.6
43.37,46.9,46.73,50.62,20.95,20.79,19.65,19.39,3.67,3.89,3.58,4.83,2.72,1.62,2.22,2.07,27.8,9.2,13.9,11.9,3.1,4.5
40.55,43.97,45.84,49.49,22.01,21.96,19.62,19.42,3.43,3.88,3.5,4.25,2.6,1.74,2.17,1.95,27.4,10.2,10.7,11.9,3.2,4.2
37.65,40.31,43.82,47.46,21.84,21.88,19.63,19.38,3.38,3.8,3.92,4.58,2.51,1.63,2.23,1.96,27.9,10.5,10.5,12.6,3.1,4.4
42.28,45.59,45.48,48.96,19.68,19.53,19.08,18.87,3.66,4.51,4.03,4.47,2.79,1.88,2.42,2.1,32,10.9,9.8,14.5,2.8,3.8
46.94,50.72,48.95,52.87,18.55,18.27,18.22,17.92,4.75,4.77,4.14,5.21,2.92,1.81,2.44,2.2,26.3,16.3,10.8,12.9,3.7,4.2
53.16,57.54,54.1,58.66,17.07,16.85,17.06,17.16,4.18,5.12,4.53,5.23,2.8,1.7,2.36,2.02,26.8,19.5,10.4,11.8,6.1,3.8
61.62,59.56,61.22,59.34,16.04,17.94,16.1,17.73,4.68,5.6,5.03,5.59,3.49,2.27,2.9,2.52,21.7,12.6,8.8,10.8,3.9,3.8
63.49,58.9,64.89,60.81,15.59,18.06,15.25,18.25,6.42,7.37,6.09,7.46,4.75,2.98,3.82,3.15,21.4,13.5,8.5,11.5,4.2,4.6
65.5,60.21,68.14,61.91,15.03,18.2,14.42,17.63,7.17,6.53,6.69,7.04,5.38,2.88,3.95,3.16,19,9.8,8.5,12.6,4.8,5.2
65.71,60.77,67.25,60.8,14.05,16.79,13.78,16.16,7.91,8.22,7.24,8.38,5.48,3.35,4.5,3.9,15.9,8.8,8.2,12.3,4.9,4.7
67.22,60.6,69.44,60.35,13.68,16.87,13.24,16.31,7,7.18,6.55,6.48,5.26,3.03,4.04,3.38,13.4,10.7,6.2,10.9,5.7,4.3
69.24,61.06,72.66,64.64,13.81,17.22,13.18,17.28,6.38,6.59,5.74,6.06,4.8,2.88,3.64,3.14,12.2,8.8,5.8,10.2,5.4,4.4
70.16,60.34,72.38,61.01,14.07,17.73,13.59,17.29,6.78,6.97,6.63,7.19,5.05,3.03,4.02,3.67,13.8,7.9,6.3,11,4.8,4.8
